60001, Wesola, 62, flat, between 2011-2020, 194, SilverStone Constructions, 8, 1, 34
73231, Kwiatowa, 64, twin, between 2011-2020, 67, GoldenGate Builders, 1, 1, 234
73232, Polna, 51, twin, between 2001-2010, 87, GreenField Group, 2, 2, 150
73233, Sloneczna, 62, flat, between 1981-2000, 131, GoldenGate Builders, 6, 2, 166
73234, Mickiewicza, 60, flat, between 2011-2020, 148, SilverStone Constructions, 9, 6, 58
73235, Mickiewicza, 69, apartment, between 2021-2024, 189, GoldenGate Builders, 5, 3, 47
73236, Wiosenna, 67, apartment, between 2011-2020, 69, SilverStone Constructions, 5, 2, 204
73237, Chopina, 42, flat, between 2001-2010, 48, GreenField Group, 1, 1, 283
73238, Kwiatowa, 58, flat, between 2001-2010, 193, SilverStone Constructions, 5, 5, 226
73239, Slowackiego, 71, flat, between 1900-1950, 146, SilverStone Constructions, 2, 2, 32
73240, Wiosenna, 70, apartment, between 2021-2024, 173, BlueSky Developers, 4, 2, 101
73241, Wiosenna, 83, house, between 2011-2020, 73, GoldenGate Builders, 1, 1, 64
73242, Kwiatowa, 24, twin, between 1981-2000, 7, SilverStone Constructions, 1, 1, 233
73243, Zielona, 93, twin, between 1951-1980, 14, GreenField Group, 3, 3, 125
73244, Mickiewicza, 51, twin, between 1900-1950, 8, GoldenGate Builders, 2, 2, 109
73245, Sloneczna, 80, flat, between 1981-2000, 165, GoldenGate Builders, 7, 4, 96
73246, Kwiatowa, 25, house, between 1900-1950, 23, GoldenGate Builders, 5, 4, 116
73247, Cicha, 28, flat, between 1981-2000, 141, GreenField Group, 4, 1, 71
73248, Mickiewicza, 27, house, between 1951-1980, 114, SilverStone Constructions, 1, 1, 300
73249, 3 Maja, 87, flat, between 1981-2000, 83, GreenField Group, 9, 8, 52
73250, Wiosenna, 46, flat, between 1981-2000, 44, GoldenGate Builders, 9, 1, 115
73251, Mickiewicza, 64, twin, between 1900-1950, 8, GoldenGate Builders, 2, 1, 47
73252, Wspolna, 58, apartment, between 2001-2010, 164, GoldenGate Builders, 4, 1, 7
73253, Zielona, 50, twin, between 2021-2024, 3, GoldenGate Builders, 3, 1, 77
73254, Rzeczna, 55, apartment, between 1900-1950, 18, BlueSky Developers, 5, 3, 63
73255, Brzozowa, 55, flat, between 1951-1980, 97, GreenField Group, 2, 2, 14
73256, Chopina, 68, twin, between 2021-2024, 20, GreenField Group, 2, 1, 224
73257, Plac Wolnosci, 30, flat, between 1900-1950, 92, BlueSky Developers, 3, 3, 211
73258, Kwiatowa, 73, flat, between 1981-2000, 52, BlueSky Developers, 4, 3, 114
73259, Wiosenna, 97, flat, between 1900-1950, 196, GreenField Group, 5, 2, 189
73260, Piekna, 66, twin, between 1951-1980, 122, SilverStone Constructions, 1, 1, 49
73261, Krotka, 67, apartment, between 2011-2020, 43, BlueSky Developers, 3, 2, 30
73262, Piekna, 73, twin, between 2011-2020, 143, SilverStone Constructions, 1, 1, 126
73263, Zielona, 94, flat, between 1900-1950, 152, GoldenGate Builders, 7, 7, 180
73264, Krotka, 43, flat, between 1981-2000, 20, SilverStone Constructions, 7, 4, 160
73265, Wesola, 65, apartment, between 2001-2010, 147, GreenField Group, 8, 5, 27
73266, Lesna, 65, house, between 2001-2010, 92, GreenField Group, 7, 2, 33
73267, Piastowska, 60, apartment, between 2021-2024, 17, SilverStone Constructions, 5, 1, 59
73268, Kwiatowa, 46, house, between 1951-1980, 14, GoldenGate Builders, 9, 4, 80
73269, Piekna, 83, flat, between 1951-1980, 29, GreenField Group, 9, 5, 251
73270, Kwiatowa, 46, twin, between 2001-2010, 157, BlueSky Developers, 2, 1, 106
73271, Krotka, 98, apartment, between 1951-1980, 45, GoldenGate Builders, 5, 5, 19
73272, Sienkiewicza, 24, twin, between 2011-2020, 162, GoldenGate Builders, 2, 2, 187
73273, Krotka, 33, flat, between 1951-1980, 3, SilverStone Constructions, 10, 6, 240
73274, Wiosenna, 60, flat, between 1981-2000, 44, BlueSky Developers, 9, 9, 188
73275, Mickiewicza, 79, flat, between 1951-1980, 12, GreenField Group, 7, 1, 236
73276, Kolobrzeska, 33, apartment, between 2011-2020, 166, BlueSky Developers, 8, 3, 295
73277, Wiosenna, 65, twin, between 1951-1980, 25, BlueSky Developers, 3, 2, 64
73278, Konopna, 60, apartment, between 2011-2020, 151, GoldenGate Builders, 5, 5, 152
73279, Piastowska, 45, house, between 1900-1950, 108, SilverStone Constructions, 2, 2, 62
73280, Mickiewicza, 35, twin, between 2011-2020, 150, GreenField Group, 1, 1, 129
73281, Chopina, 88, twin, between 2021-2024, 115, SilverStone Constructions, 2, 1, 143
73282, Piastowska, 62, apartment, between 2011-2020, 119, GoldenGate Builders, 2, 1, 107
73283, Wspolna, 68, twin, between 1951-1980, 79, GoldenGate Builders, 3, 1, 173
73284, Piastowska, 69, twin, between 2001-2010, 172, SilverStone Constructions, 3, 1, 300
73285, Piekna, 73, apartment, between 1951-1980, 177, GreenField Group, 2, 1, 116
73286, lakowa, 78, apartment, between 2021-2024, 51, SilverStone Constructions, 9, 9, 283
73287, Parkowa, 27, house, between 2011-2020, 5, GreenField Group, 9, 7, 244
73288, Spacerowa, 61, house, between 1900-1950, 116, BlueSky Developers, 4, 3, 196
73289, Kwiatowa, 73, flat, between 1951-1980, 92, BlueSky Developers, 1, 1, 274
73290, Sienkiewicza, 56, apartment, between 2001-2010, 25, GreenField Group, 1, 1, 26
73291, Polna, 84, house, between 2011-2020, 166, BlueSky Developers, 10, 3, 250
73292, Lesna, 78, twin, between 1951-1980, 39, SilverStone Constructions, 3, 2, 227
73293, Wiosenna, 51, house, between 1951-1980, 200, BlueSky Developers, 5, 2, 64
73294, Sloneczna, 66, twin, between 2011-2020, 37, SilverStone Constructions, 3, 1, 136
73295, Topolowa, 71, flat, between 1951-1980, 111, SilverStone Constructions, 3, 1, 58
73296, Mickiewicza, 24, apartment, between 2021-2024, 92, GoldenGate Builders, 7, 6, 238
73297, Sosnowa, 93, apartment, between 1900-1950, 32, BlueSky Developers, 3, 3, 35
73298, Sloneczna, 26, twin, between 2011-2020, 89, SilverStone Constructions, 2, 1, 242
73299, Chopina, 75, flat, between 1981-2000, 110, SilverStone Constructions, 6, 3, 266
73300, Wiosenna, 96, flat, between 2021-2024, 129, BlueSky Developers, 6, 2, 274
73301, Sloneczna, 28, flat, between 1981-2000, 88, SilverStone Constructions, 7, 7, 78
73302, Mickiewicza, 98, twin, between 1900-1950, 135, GreenField Group, 2, 1, 43
73303, Brzozowa, 84, apartment, between 2011-2020, 29, GreenField Group, 6, 6, 58
73304, Plac Wolnosci, 72, apartment, between 2021-2024, 195, GreenField Group, 1, 1, 34
73305, Lesna, 45, house, between 2001-2010, 181, SilverStone Constructions, 2, 1, 154
73306, Jagiellonska, 41, flat, between 1981-2000, 8, GoldenGate Builders, 1, 1, 75
73307, Mickiewicza, 65, twin, between 1951-1980, 115, GreenField Group, 1, 1, 153
73308, Chopina, 40, flat, between 1900-1950, 36, BlueSky Developers, 1, 1, 168
73309, Krotka, 46, twin, between 1900-1950, 143, SilverStone Constructions, 3, 2, 207
73310, Kwiatowa, 82, flat, between 2011-2020, 96, BlueSky Developers, 6, 3, 268
73311, Wiosenna, 48, flat, between 1951-1980, 42, GoldenGate Builders, 8, 7, 230
73312, Sloneczna, 45, twin, between 1951-1980, 143, GreenField Group, 3, 1, 17
73313, Kwiatowa, 54, house, between 1900-1950, 195, SilverStone Constructions, 5, 3, 187
73314, Wesola, 40, house, between 2011-2020, 190, SilverStone Constructions, 5, 2, 140
73315, Kwiatowa, 96, flat, between 2001-2010, 64, BlueSky Developers, 2, 2, 72
73316, Wiosenna, 38, apartment, between 2001-2010, 25, BlueSky Developers, 2, 1, 196
73317, Chopina, 87, house, between 2011-2020, 30, SilverStone Constructions, 8, 6, 180
73318, Krotka, 91, house, between 2001-2010, 82, GreenField Group, 3, 1, 112
73319, Ogrodowa, 41, flat, between 2021-2024, 30, SilverStone Constructions, 3, 1, 194
73320, Ogrodowa, 66, twin, between 1900-1950, 113, GoldenGate Builders, 1, 1, 172
73321, Jagiellonska, 32, house, between 1951-1980, 125, BlueSky Developers, 9, 3, 70
73322, Mickiewicza, 83, twin, between 1900-1950, 189, SilverStone Constructions, 1, 1, 138
73323, Kwiatowa, 36, flat, between 2001-2010, 121, SilverStone Constructions, 5, 3, 140
73324, Ogrodowa, 91, house, between 2001-2010, 72, GoldenGate Builders, 8, 1, 217
73325, Mickiewicza, 86, apartment, between 2001-2010, 179, BlueSky Developers, 10, 10, 122
73326, Polna, 30, apartment, between 2011-2020, 143, GoldenGate Builders, 7, 2, 286
73327, Krotka, 76, house, between 1981-2000, 74, GreenField Group, 4, 4, 26
73328, Rzeczna, 36, twin, between 1900-1950, 198, GreenField Group, 1, 1, 109
73329, Akacjowa, 53, apartment, between 1951-1980, 125, GoldenGate Builders, 6, 5, 227
73330, Lesna, 21, house, between 2021-2024, 174, GoldenGate Builders, 5, 3, 128
73331, Krotka, 62, apartment, between 2021-2024, 199, SilverStone Constructions, 6, 3, 286
73332, Slowackiego, 75, house, between 2011-2020, 120, BlueSky Developers, 5, 3, 171
73333, Piastowska, 80, apartment, between 1900-1950, 9, SilverStone Constructions, 4, 3, 203
73334, Krotka, 97, apartment, between 1900-1950, 79, SilverStone Constructions, 3, 2, 31
73335, Krotka, 77, house, between 1981-2000, 154, GreenField Group, 9, 4, 206
73336, Wiosenna, 42, flat, between 2001-2010, 163, SilverStone Constructions, 7, 7, 209
73337, Piekna, 79, twin, between 1981-2000, 119, GreenField Group, 3, 1, 76
73338, Chopina, 71, flat, between 1900-1950, 93, GoldenGate Builders, 2, 1, 204
73339, Rzeczna, 100, flat, between 2001-2010, 71, SilverStone Constructions, 4, 2, 88
73340, Ogrodowa, 44, apartment, between 1900-1950, 134, GoldenGate Builders, 10, 9, 92
73341, Wspolna, 31, flat, between 1981-2000, 180, GoldenGate Builders, 6, 5, 21
73342, Topolowa, 56, twin, between 2021-2024, 179, GoldenGate Builders, 1, 1, 24
73343, Wspolna, 86, apartment, between 2011-2020, 38, GoldenGate Builders, 6, 6, 292
73344, 3 Maja, 28, flat, between 1900-1950, 195, GreenField Group, 4, 4, 221
73345, Ogrodowa, 71, twin, between 1981-2000, 4, SilverStone Constructions, 3, 1, 43
73346, Lesna, 32, house, between 2021-2024, 134, BlueSky Developers, 7, 1, 176
73347, Mickiewicza, 74, twin, between 1900-1950, 96, BlueSky Developers, 2, 2, 184
73348, Cicha, 82, flat, between 1981-2000, 161, GoldenGate Builders, 10, 2, 47
73349, Mickiewicza, 63, flat, between 1981-2000, 55, BlueSky Developers, 8, 8, 217
73350, Mickiewicza, 30, twin, between 1951-1980, 34, SilverStone Constructions, 3, 1, 114
73351, Parkowa, 32, twin, between 2021-2024, 71, GoldenGate Builders, 2, 1, 242
73352, Piastowska, 90, twin, between 1981-2000, 59, SilverStone Constructions, 1, 1, 79
73353, Krotka, 77, apartment, between 1900-1950, 21, BlueSky Developers, 3, 3, 85
73354, Cicha, 97, house, between 2011-2020, 119, GoldenGate Builders, 1, 1, 146
73355, Konopna, 57, apartment, between 1981-2000, 189, SilverStone Constructions, 10, 5, 70
73356, Reymonta, 56, twin, between 2021-2024, 180, SilverStone Constructions, 3, 3, 173
73357, Krotka, 43, flat, between 2001-2010, 20, GreenField Group, 2, 1, 32
73358, Ogrodowa, 89, apartment, between 2011-2020, 19, SilverStone Constructions, 9, 8, 11
73359, Parkowa, 60, apartment, between 2021-2024, 60, GoldenGate Builders, 4, 3, 215
73360, Brzozowa, 39, apartment, between 1900-1950, 90, GreenField Group, 5, 5, 56
73361, Mickiewicza, 23, flat, between 2001-2010, 49, BlueSky Developers, 3, 1, 23
73362, Kwiatowa, 37, apartment, between 1951-1980, 72, BlueSky Developers, 7, 6, 76
73363, Piekna, 78, apartment, between 1900-1950, 124, SilverStone Constructions, 8, 3, 122
73364, Zielona, 69, twin, between 1951-1980, 35, GoldenGate Builders, 3, 2, 295
73365, Ogrodowa, 78, flat, between 2011-2020, 159, SilverStone Constructions, 2, 2, 194
73366, Kwiatowa, 41, apartment, between 2021-2024, 179, BlueSky Developers, 7, 2, 98
73367, Topolowa, 25, flat, between 2021-2024, 16, GoldenGate Builders, 5, 4, 23
73368, Mickiewicza, 52, house, between 1951-1980, 56, GoldenGate Builders, 2, 1, 4
73369, Kwiatowa, 50, flat, between 1951-1980, 30, BlueSky Developers, 10, 5, 60
73370, Konopna, 54, apartment, between 2011-2020, 8, GreenField Group, 10, 10, 159
73371, Sloneczna, 92, twin, between 2021-2024, 104, SilverStone Constructions, 1, 1, 158
73372, Krotka, 90, house, between 2001-2010, 129, GoldenGate Builders, 8, 2, 168
73373, Konopna, 48, twin, between 1900-1950, 193, BlueSky Developers, 1, 1, 196
73374, 3 Maja, 61, apartment, between 2011-2020, 75, BlueSky Developers, 10, 5, 265
73375, Kwiatowa, 92, flat, between 1900-1950, 20, GreenField Group, 10, 2, 198
73376, Zielona, 49, house, between 1981-2000, 25, SilverStone Constructions, 5, 4, 38
73377, Akacjowa, 48, flat, between 2011-2020, 181, GreenField Group, 7, 6, 267
73378, Spacerowa, 74, house, between 2001-2010, 156, SilverStone Constructions, 10, 6, 178
73379, Kwiatowa, 29, flat, between 2001-2010, 134, BlueSky Developers, 7, 4, 134
73380, Mickiewicza, 91, flat, between 2011-2020, 38, BlueSky Developers, 10, 1, 110
73381, Rzeczna, 71, twin, between 1900-1950, 169, SilverStone Constructions, 1, 1, 153
73382, Krucza, 63, flat, between 2021-2024, 158, SilverStone Constructions, 7, 7, 22
73383, Rzeczna, 85, twin, between 2021-2024, 52, GreenField Group, 2, 2, 204
73384, Kwiatowa, 80, house, between 1900-1950, 188, GoldenGate Builders, 2, 2, 298
73385, Krucza, 58, house, between 2011-2020, 103, BlueSky Developers, 1, 1, 262
73386, Wspolna, 28, flat, between 2021-2024, 200, GoldenGate Builders, 5, 3, 111
73387, Sloneczna, 63, apartment, between 2021-2024, 173, BlueSky Developers, 8, 1, 82
73388, Kwiatowa, 90, twin, between 2001-2010, 94, GoldenGate Builders, 3, 3, 284
73389, Kwiatowa, 99, flat, between 2021-2024, 54, BlueSky Developers, 8, 3, 219
73390, Wiosenna, 44, apartment, between 2011-2020, 138, GoldenGate Builders, 2, 1, 249
73391, Kwiatowa, 71, flat, between 2011-2020, 69, SilverStone Constructions, 9, 2, 170
73392, Mickiewicza, 72, twin, between 1951-1980, 62, SilverStone Constructions, 3, 2, 114
73393, Mickiewicza, 85, house, between 2011-2020, 26, BlueSky Developers, 4, 4, 58
73394, Kolobrzeska, 99, apartment, between 2011-2020, 159, GoldenGate Builders, 2, 2, 120
73395, Kwiatowa, 52, apartment, between 2021-2024, 38, SilverStone Constructions, 5, 5, 90
73396, Polna, 28, twin, between 1981-2000, 157, GreenField Group, 2, 2, 268
73397, Parkowa, 31, apartment, between 1951-1980, 179, GoldenGate Builders, 2, 1, 23
73398, Mickiewicza, 24, house, between 2011-2020, 197, BlueSky Developers, 1, 1, 10
73399, Brzozowa, 48, house, between 2021-2024, 68, BlueSky Developers, 9, 9, 111
73400, Kwiatowa, 34, flat, between 2021-2024, 157, BlueSky Developers, 4, 3, 67
73401, Sienkiewicza, 39, apartment, between 1900-1950, 33, GreenField Group, 6, 1, 216
73402, Krucza, 97, house, between 1981-2000, 166, SilverStone Constructions, 8, 5, 5
73403, Mickiewicza, 21, house, between 2011-2020, 146, BlueSky Developers, 6, 6, 36
73404, Kwiatowa, 44, flat, between 1981-2000, 46, GreenField Group, 7, 5, 22
73405, Cicha, 79, house, between 1951-1980, 101, GoldenGate Builders, 2, 1, 200
73406, Wspolna, 24, flat, between 2001-2010, 164, SilverStone Constructions, 5, 4, 166
73407, Slowackiego, 45, twin, between 1951-1980, 5, BlueSky Developers, 3, 3, 221
73408, Kwiatowa, 91, apartment, between 2021-2024, 178, GreenField Group, 4, 2, 206
73409, Piekna, 68, twin, between 2001-2010, 4, GoldenGate Builders, 1, 1, 150
73410, Akacjowa, 85, house, between 1981-2000, 125, BlueSky Developers, 8, 7, 53
73411, Ogrodowa, 42, flat, between 2021-2024, 35, GoldenGate Builders, 5, 1, 90
73412, Sloneczna, 95, apartment, between 2001-2010, 2, GoldenGate Builders, 6, 3, 55
73413, Konopna, 52, house, between 1951-1980, 20, BlueSky Developers, 3, 1, 85
73414, Chopina, 30, apartment, between 1900-1950, 34, GoldenGate Builders, 4, 3, 239
73415, Kwiatowa, 99, apartment, between 2001-2010, 199, GreenField Group, 6, 4, 261
73416, Koscielna, 61, apartment, between 1951-1980, 9, GoldenGate Builders, 10, 9, 87
73417, Rzeczna, 50, house, between 2021-2024, 35, GoldenGate Builders, 5, 5, 70
73418, Mickiewicza, 55, flat, between 1951-1980, 40, GoldenGate Builders, 9, 4, 239
73419, Topolowa, 100, flat, between 2001-2010, 95, GoldenGate Builders, 1, 1, 233
73420, Piastowska, 84, apartment, between 2021-2024, 15, GreenField Group, 10, 3, 28
73421, Brzozowa, 60, flat, between 1900-1950, 38, GoldenGate Builders, 3, 1, 272
73422, Brzozowa, 44, flat, between 2021-2024, 85, BlueSky Developers, 7, 3, 199
73423, Wiosenna, 39, flat, between 1900-1950, 81, GoldenGate Builders, 5, 5, 14
73424, Mickiewicza, 34, flat, between 1951-1980, 72, BlueSky Developers, 3, 1, 299
73425, Krucza, 51, apartment, between 2021-2024, 59, GoldenGate Builders, 10, 9, 26
73426, Ogrodowa, 62, twin, between 2011-2020, 171, GreenField Group, 2, 1, 11
73427, Lesna, 36, house, between 1900-1950, 54, GoldenGate Builders, 7, 2, 130
73428, Piastowska, 59, twin, between 2011-2020, 165, GoldenGate Builders, 2, 2, 211
73429, Chopina, 26, twin, between 1951-1980, 83, GoldenGate Builders, 1, 1, 176
73430, Krotka, 89, flat, between 1900-1950, 30, SilverStone Constructions, 6, 4, 276
73431, Chopina, 75, apartment, between 2021-2024, 79, BlueSky Developers, 1, 1, 14
73432, Kwiatowa, 99, house, between 2011-2020, 86, GoldenGate Builders, 2, 1, 87
73433, Aleja Lipowa, 85, flat, between 2001-2010, 120, GreenField Group, 7, 7, 159
73434, Kwiatowa, 58, flat, between 1951-1980, 154, GoldenGate Builders, 3, 3, 186
73435, Kwiatowa, 99, twin, between 2001-2010, 131, BlueSky Developers, 1, 1, 33
73436, Mickiewicza, 76, house, between 2011-2020, 46, GreenField Group, 9, 6, 219
73437, Chopina, 66, flat, between 1981-2000, 188, BlueSky Developers, 5, 5, 170
73438, Mickiewicza, 27, twin, between 1900-1950, 61, BlueSky Developers, 1, 1, 273
73439, Mickiewicza, 35, apartment, between 1900-1950, 31, BlueSky Developers, 1, 1, 245
73440, Piekna, 91, house, between 2021-2024, 46, SilverStone Constructions, 5, 2, 291
73441, Krucza, 50, flat, between 1951-1980, 57, SilverStone Constructions, 1, 1, 294
73442, Mickiewicza, 85, flat, between 2001-2010, 130, GreenField Group, 2, 1, 98
73443, Rzeczna, 40, flat, between 2011-2020, 73, GreenField Group, 8, 1, 96
73444, Krotka, 27, twin, between 2011-2020, 75, BlueSky Developers, 2, 1, 174
73445, Zielona, 99, apartment, between 2021-2024, 52, GreenField Group, 7, 4, 93
73446, Wiosenna, 46, flat, between 1951-1980, 146, BlueSky Developers, 1, 1, 111
73447, Piekna, 46, house, between 1900-1950, 117, BlueSky Developers, 1, 1, 213
73448, Parkowa, 44, house, between 1981-2000, 51, GreenField Group, 4, 4, 284
73449, Brzozowa, 76, flat, between 2021-2024, 38, GreenField Group, 9, 3, 153
73450, lakowa, 30, house, between 1981-2000, 69, SilverStone Constructions, 9, 7, 148
73451, Piastowska, 31, flat, between 2001-2010, 141, GoldenGate Builders, 5, 1, 110
73452, Mickiewicza, 67, house, between 1951-1980, 36, GoldenGate Builders, 10, 3, 116
73453, 3 Maja, 53, twin, between 2021-2024, 22, SilverStone Constructions, 3, 3, 221
73454, Cicha, 66, apartment, between 2021-2024, 109, BlueSky Developers, 1, 1, 180
73455, Kwiatowa, 48, apartment, between 2001-2010, 27, GoldenGate Builders, 7, 5, 216
73456, Sienkiewicza, 85, apartment, between 2011-2020, 102, BlueSky Developers, 6, 2, 252
73457, Mickiewicza, 23, house, between 1951-1980, 6, GoldenGate Builders, 7, 4, 261
73458, Sienkiewicza, 38, twin, between 1900-1950, 182, GreenField Group, 1, 1, 136
